secret_religious_society_suebic_pagan_desc;By day they profess their faith in name though not in heart, while by night they hold vigil to their ancestors and make sacrifices to Wotan, Donar, and the other gods that rule this world. They hold their faith to the spirits and magic that permeate this world, patiently awaiting the day when the sacred groves can be restored and the ensî are openly honoured once more.;;;;;;;;;;;;;x
secret_religious_society_gothic_pagan_desc;By day they profess their faith in name though not in heart, while by night they hold vigil to their ancestors and make sacrifices to Gapt, Teiws, and the other gods that rule this world. They hold their faith to the spirits and magic that permeate this world, patiently awaiting the day when the sacred groves can be restored and the anseis are openly honoured once more.;;;;;;;;;;;;;x
secret_religious_society_alan_pagan_desc;By day they profess their faith in name though not in heart, while by night they hold vigil to their ancestors and make sacrifices to Agin, Api, and the other gods that rule this world. They hold their faith to the spirits and magic that permeate this world, patiently awaiting the day when the sacred groves can be restored and the true gods are openly honoured once more.;;;;;;;;;;;;;x
secret_religious_society_vasconic_pagan_desc;By day they profess their faith in name though not in heart, while by night they hold vigil to their ancestors and make sacrifices to Urtzi, Mari, and the other gods that rule this world. They hold their faith to the spirits and magic that permeate this world, patiently awaiting the day when the sacred groves can be restored and the true gods are openly honoured once more.;;;;;;;;;;;;;x
secret_religious_society_pict_pagan_reformed_desc;The secret pagans of the north are adept at hiding their faith from the worshippers of the dead god on the cross, pretending to exorcise the 'demons' while actually providing sacrifices to what they know are really the sacred places of the nature spirits all around them. They know that, in time, the Queen of Winter and the mother of all will restore the true faithful to their rightful place.;;;;;;;;;;;;;x
secret_religious_society_gael_pagan_reformed_desc;In the sacred groves of the forest and atop the sídhes of the countryside, the secret worshippers of the true gods continue the sacred rituals that have been carried out since time immemorial. They give their offerings to the nature spirits and the aes sídhe, waiting for the day when the Daghda will grant the faithful victory once more.;;;;;;;;;;;;;x
secret_religious_society_germanic_pagan_reformed_desc;By day they profess their faith in name though not in heart, while by night they hold vigil to their ancestors and make sacrifices to Wodan, Thunor, and the other gods that rule this world. They hold their faith to the spirits and magic that permeate this world, patiently awaiting the day when the sacred groves can be restored and the ése are openly honoured once more.;;;;;;;;;;;;;x
secret_religious_society_frankish_pagan_reformed_desc;By day they profess their faith in name though not in heart, while by night they hold vigil to their ancestors and make sacrifices to Wuodan, Frouwa, and the other gods that rule this world. They hold their faith to the spirits and magic that permeate this world, patiently awaiting the day when the sacred groves can be restored and the Allfader is openly honoured once more.;;;;;;;;;;;;;x
secret_religious_society_suebic_pagan_reformed_desc;By day they profess their faith in name though not in heart, while by night they hold vigil to their ancestors and make sacrifices to Wotan, Donar, and the other gods that rule this world. They hold their faith to the spirits and magic that permeate this world, patiently awaiting the day when the sacred groves can be restored and the ensî are openly honoured once more.;;;;;;;;;;;;;x
secret_religious_society_gothic_pagan_reformed_desc;By day they profess their faith in name though not in heart, while by night they hold vigil to their ancestors and make sacrifices to Gapt, Teiws, and the other gods that rule this world. They hold their faith to the spirits and magic that permeate this world, patiently awaiting the day when the sacred groves can be restored and the anseis are openly honoured once more.;;;;;;;;;;;;;x
secret_religious_society_alan_pagan_reformed_desc;By day they profess their faith in name though not in heart, while by night they hold vigil to their ancestors and make sacrifices to Agin, Api, and the other gods that rule this world. They hold their faith to the spirits and magic that permeate this world, patiently awaiting the day when the sacred groves can be restored and the true gods are openly honoured once more.;;;;;;;;;;;;;x
secret_religious_society_vasconic_pagan_reformed_desc;By day they profess their faith in name though not in heart, while by night they hold vigil to their ancestors and make sacrifices to Urtzi, Mari, and the other gods that rule this world. They hold their faith to the spirits and magic that permeate this world, patiently awaiting the day when the sacred groves can be restored and the true gods are openly honoured once more.;;;;;;;;;;;;;x
secret_religious_society_roman_pagan_reformed_desc;For centuries the faith of the people of Greece and Rome was followed by millions. Though the number of adherents has been on a steep decline, those that remain make up for it with their devotion. They deceive the followers of upstart and barbarian gods, though they send their prayers to the Olympians. They have struggled, but the True Hellenes know they that the might of Helios Mithras and the true gods will bring victory in the end.;;;;;;;;;;;;;x
secret_religious_society_sol_invictus_desc;The secret worshippers of the cult of Sol Invictus may be surrounded by those who deny the eternal divinity of the sun, but the strength of their devotion transcends their foolish false gods. Finding their conviction high up in the sky, in the great orb of light and power that bathes the world in warmth and light, the worshippers of Sol Invictus await the day all shall fear the power of the Unconquered Sun once more.;;;;;;;;;;;;;x
secret_religious_society_pelagian_rank_1_female;Faithful;;;;;;;;;;;;;x
secret_religious_society_pelagian_rank_2_female;Adherent;;;;;;;;;;;;;x
secret_religious_society_pelagian_rank_3_female;Preacher;;;;;;;;;;;;;x
secret_religious_society_pelagian_rank_4_female;Herald;;;;;;;;;;;;;x
secret_religious_society_pelagian_rank_1_male;Faithful;;;;;;;;;;;;;x
secret_religious_society_pelagian_rank_2_male;Adherent;;;;;;;;;;;;;x
secret_religious_society_pelagian_rank_3_male;Preacher;;;;;;;;;;;;;x
secret_religious_society_pelagian_rank_4_male;Herald;;;;;;;;;;;;;x
secret_religious_society_priscillian_rank_1_female;Faithful;;;;;;;;;;;;;x
secret_religious_society_priscillian_rank_2_female;Adherent;;;;;;;;;;;;;x
secret_religious_society_priscillian_rank_3_female;Preacher;;;;;;;;;;;;;x
secret_religious_society_priscillian_rank_4_female;Herald;;;;;;;;;;;;;x
secret_religious_society_priscillian_rank_1_male;Faithful;;;;;;;;;;;;;x
secret_religious_society_priscillian_rank_2_male;Adherent;;;;;;;;;;;;;x
secret_religious_society_priscillian_rank_3_male;Preacher;;;;;;;;;;;;;x
secret_religious_society_priscillian_rank_4_male;Herald;;;;;;;;;;;;;x
secret_religious_society_arian_rank_1_female;Faithful;;;;;;;;;;;;;x
secret_religious_society_arian_rank_2_female;Adherent;;;;;;;;;;;;;x
secret_religious_society_arian_rank_3_female;Preacher;;;;;;;;;;;;;x
secret_religious_society_arian_rank_4_female;Herald;;;;;;;;;;;;;x
secret_religious_society_arian_rank_1_male;Faithful;;;;;;;;;;;;;x
secret_religious_society_arian_rank_2_male;Adherent;;;;;;;;;;;;;x
secret_religious_society_arian_rank_3_male;Preacher;;;;;;;;;;;;;x
secret_religious_society_arian_rank_4_male;Herald;;;;;;;;;;;;;x
secret_religious_society_gnostic_rank_1_female;Faithful;;;;;;;;;;;;;x
secret_religious_society_gnostic_rank_2_female;Adherent;;;;;;;;;;;;;x
secret_religious_society_gnostic_rank_3_female;Preacher;;;;;;;;;;;;;x
secret_religious_society_gnostic_rank_4_female;Herald;;;;;;;;;;;;;x
secret_religious_society_gnostic_rank_1_male;Faithful;;;;;;;;;;;;;x
secret_religious_society_gnostic_rank_2_male;Adherent;;;;;;;;;;;;;x
secret_religious_society_gnostic_rank_3_male;Preacher;;;;;;;;;;;;;x
secret_religious_society_gnostic_rank_4_male;Herald;;;;;;;;;;;;;x
secret_religious_society_briton_pagan_rank_1_female;Faithful;;;;;;;;;;;;;x
secret_religious_society_briton_pagan_rank_2_female;Adherent;;;;;;;;;;;;;x
secret_religious_society_briton_pagan_rank_3_female;Preacher;;;;;;;;;;;;;x
secret_religious_society_briton_pagan_rank_4_female;Herald;;;;;;;;;;;;;x
secret_religious_society_briton_pagan_rank_1_male;Faithful;;;;;;;;;;;;;x
secret_religious_society_briton_pagan_rank_2_male;Adherent;;;;;;;;;;;;;x
secret_religious_society_briton_pagan_rank_3_male;Preacher;;;;;;;;;;;;;x
secret_religious_society_briton_pagan_rank_4_male;Herald;;;;;;;;;;;;;x
secret_religious_society_pict_pagan_rank_1_female;Faithful;;;;;;;;;;;;;x
secret_religious_society_pict_pagan_rank_2_female;Adherent;;;;;;;;;;;;;x
secret_religious_society_pict_pagan_rank_3_female;Preacher;;;;;;;;;;;;;x
secret_religious_society_pict_pagan_rank_4_female;Herald;;;;;;;;;;;;;x
secret_religious_society_pict_pagan_rank_1_male;Faithful;;;;;;;;;;;;;x
secret_religious_society_pict_pagan_rank_2_male;Adherent;;;;;;;;;;;;;x
secret_religious_society_pict_pagan_rank_3_male;Preacher;;;;;;;;;;;;;x
secret_religious_society_pict_pagan_rank_4_male;Herald;;;;;;;;;;;;;x
secret_religious_society_gael_pagan_rank_1_female;Faithful;;;;;;;;;;;;;x
secret_religious_society_gael_pagan_rank_2_female;Adherent;;;;;;;;;;;;;x
secret_religious_society_gael_pagan_rank_3_female;Preacher;;;;;;;;;;;;;x
secret_religious_society_gael_pagan_rank_4_female;Herald;;;;;;;;;;;;;x
secret_religious_society_gael_pagan_rank_1_male;Faithful;;;;;;;;;;;;;x
secret_religious_society_gael_pagan_rank_2_male;Adherent;;;;;;;;;;;;;x
secret_religious_society_gael_pagan_rank_3_male;Preacher;;;;;;;;;;;;;x
secret_religious_society_gael_pagan_rank_4_male;Herald;;;;;;;;;;;;;x
secret_religious_society_germanic_pagan_rank_1_female;Faithful;;;;;;;;;;;;;x
secret_religious_society_germanic_pagan_rank_2_female;Adherent;;;;;;;;;;;;;x
secret_religious_society_germanic_pagan_rank_3_female;Preacher;;;;;;;;;;;;;x
secret_religious_society_germanic_pagan_rank_4_female;Herald;;;;;;;;;;;;;x
secret_religious_society_germanic_pagan_rank_1_male;Faithful;;;;;;;;;;;;;x
secret_religious_society_germanic_pagan_rank_2_male;Adherent;;;;;;;;;;;;;x
secret_religious_society_germanic_pagan_rank_3_male;Preacher;;;;;;;;;;;;;x
secret_religious_society_germanic_pagan_rank_4_male;Herald;;;;;;;;;;;;;x
secret_religious_society_frankish_pagan_rank_1_female;Faithful;;;;;;;;;;;;;x
secret_religious_society_frankish_pagan_rank_2_female;Adherent;;;;;;;;;;;;;x
secret_religious_society_frankish_pagan_rank_3_female;Preacher;;;;;;;;;;;;;x
secret_religious_society_frankish_pagan_rank_4_female;Herald;;;;;;;;;;;;;x
secret_religious_society_frankish_pagan_rank_1_male;Faithful;;;;;;;;;;;;;x
secret_religious_society_frankish_pagan_rank_2_male;Adherent;;;;;;;;;;;;;x
secret_religious_society_frankish_pagan_rank_3_male;Preacher;;;;;;;;;;;;;x
secret_religious_society_frankish_pagan_rank_4_male;Herald;;;;;;;;;;;;;x
secret_religious_society_suebic_pagan_rank_1_female;Faithful;;;;;;;;;;;;;x
secret_religious_society_suebic_pagan_rank_2_female;Adherent;;;;;;;;;;;;;x
secret_religious_society_suebic_pagan_rank_3_female;Preacher;;;;;;;;;;;;;x
secret_religious_society_suebic_pagan_rank_4_female;Herald;;;;;;;;;;;;;x
secret_religious_society_suebic_pagan_rank_1_male;Faithful;;;;;;;;;;;;;x
secret_religious_society_suebic_pagan_rank_2_male;Adherent;;;;;;;;;;;;;x
secret_religious_society_suebic_pagan_rank_3_male;Preacher;;;;;;;;;;;;;x
secret_religious_society_suebic_pagan_rank_4_male;Herald;;;;;;;;;;;;;x
secret_religious_society_gothic_pagan_rank_1_female;Faithful;;;;;;;;;;;;;x
secret_religious_society_gothic_pagan_rank_2_female;Adherent;;;;;;;;;;;;;x
secret_religious_society_gothic_pagan_rank_3_female;Preacher;;;;;;;;;;;;;x
secret_religious_society_gothic_pagan_rank_4_female;Herald;;;;;;;;;;;;;x
secret_religious_society_gothic_pagan_rank_1_male;Faithful;;;;;;;;;;;;;x
secret_religious_society_gothic_pagan_rank_2_male;Adherent;;;;;;;;;;;;;x
secret_religious_society_gothic_pagan_rank_3_male;Preacher;;;;;;;;;;;;;x
secret_religious_society_gothic_pagan_rank_4_male;Herald;;;;;;;;;;;;;x
secret_religious_society_alan_pagan_rank_1_female;Faithful;;;;;;;;;;;;;x
secret_religious_society_alan_pagan_rank_2_female;Adherent;;;;;;;;;;;;;x
secret_religious_society_alan_pagan_rank_3_female;Preacher;;;;;;;;;;;;;x
secret_religious_society_alan_pagan_rank_4_female;Herald;;;;;;;;;;;;;x
secret_religious_society_alan_pagan_rank_1_male;Faithful;;;;;;;;;;;;;x
secret_religious_society_alan_pagan_rank_2_male;Adherent;;;;;;;;;;;;;x
secret_religious_society_alan_pagan_rank_3_male;Preacher;;;;;;;;;;;;;x
secret_religious_society_alan_pagan_rank_4_male;Herald;;;;;;;;;;;;;x
secret_religious_society_vasconic_pagan_rank_1_female;Faithful;;;;;;;;;;;;;x
secret_religious_society_vasconic_pagan_rank_2_female;Adherent;;;;;;;;;;;;;x
secret_religious_society_vasconic_pagan_rank_3_female;Preacher;;;;;;;;;;;;;x
secret_religious_society_vasconic_pagan_rank_4_female;Herald;;;;;;;;;;;;;x
secret_religious_society_vasconic_pagan_rank_1_male;Faithful;;;;;;;;;;;;;x
secret_religious_society_vasconic_pagan_rank_2_male;Adherent;;;;;;;;;;;;;x
secret_religious_society_vasconic_pagan_rank_3_male;Preacher;;;;;;;;;;;;;x
secret_religious_society_vasconic_pagan_rank_4_male;Herald;;;;;;;;;;;;;x
secret_religious_society_briton_pagan_reformed_rank_1_female;Faithful;;;;;;;;;;;;;x
secret_religious_society_briton_pagan_reformed_rank_2_female;Adherent;;;;;;;;;;;;;x
secret_religious_society_briton_pagan_reformed_rank_3_female;Preacher;;;;;;;;;;;;;x
secret_religious_society_briton_pagan_reformed_rank_4_female;Herald;;;;;;;;;;;;;x
secret_religious_society_briton_pagan_reformed_rank_1_male;Faithful;;;;;;;;;;;;;x
secret_religious_society_briton_pagan_reformed_rank_2_male;Adherent;;;;;;;;;;;;;x
secret_religious_society_briton_pagan_reformed_rank_3_male;Preacher;;;;;;;;;;;;;x
secret_religious_society_briton_pagan_reformed_rank_4_male;Herald;;;;;;;;;;;;;x
secret_religious_society_pict_pagan_reformed_rank_1_female;Faithful;;;;;;;;;;;;;x
secret_religious_society_pict_pagan_reformed_rank_2_female;Adherent;;;;;;;;;;;;;x
secret_religious_society_pict_pagan_reformed_rank_3_female;Preacher;;;;;;;;;;;;;x
secret_religious_society_pict_pagan_reformed_rank_4_female;Herald;;;;;;;;;;;;;x
secret_religious_society_pict_pagan_reformed_rank_1_male;Faithful;;;;;;;;;;;;;x
secret_religious_society_pict_pagan_reformed_rank_2_male;Adherent;;;;;;;;;;;;;x
secret_religious_society_pict_pagan_reformed_rank_3_male;Preacher;;;;;;;;;;;;;x
secret_religious_society_pict_pagan_reformed_rank_4_male;Herald;;;;;;;;;;;;;x
secret_religious_society_gael_pagan_reformed_rank_1_female;Faithful;;;;;;;;;;;;;x
secret_religious_society_gael_pagan_reformed_rank_2_female;Adherent;;;;;;;;;;;;;x
secret_religious_society_gael_pagan_reformed_rank_3_female;Preacher;;;;;;;;;;;;;x
secret_religious_society_gael_pagan_reformed_rank_4_female;Herald;;;;;;;;;;;;;x
secret_religious_society_gael_pagan_reformed_rank_1_male;Faithful;;;;;;;;;;;;;x
secret_religious_society_gael_pagan_reformed_rank_2_male;Adherent;;;;;;;;;;;;;x
secret_religious_society_gael_pagan_reformed_rank_3_male;Preacher;;;;;;;;;;;;;x
secret_religious_society_gael_pagan_reformed_rank_4_male;Herald;;;;;;;;;;;;;x
secret_religious_society_germanic_pagan_reformed_rank_1_female;Faithful;;;;;;;;;;;;;x
secret_religious_society_germanic_pagan_reformed_rank_2_female;Adherent;;;;;;;;;;;;;x
secret_religious_society_germanic_pagan_reformed_rank_3_female;Preacher;;;;;;;;;;;;;x
secret_religious_society_germanic_pagan_reformed_rank_4_female;Herald;;;;;;;;;;;;;x
secret_religious_society_germanic_pagan_reformed_rank_1_male;Faithful;;;;;;;;;;;;;x
secret_religious_society_germanic_pagan_reformed_rank_2_male;Adherent;;;;;;;;;;;;;x
secret_religious_society_germanic_pagan_reformed_rank_3_male;Preacher;;;;;;;;;;;;;x
secret_religious_society_germanic_pagan_reformed_rank_4_male;Herald;;;;;;;;;;;;;x
secret_religious_society_frankish_pagan_reformed_rank_1_female;Faithful;;;;;;;;;;;;;x
secret_religious_society_frankish_pagan_reformed_rank_2_female;Adherent;;;;;;;;;;;;;x
secret_religious_society_frankish_pagan_reformed_rank_3_female;Preacher;;;;;;;;;;;;;x
secret_religious_society_frankish_pagan_reformed_rank_4_female;Herald;;;;;;;;;;;;;x
secret_religious_society_frankish_pagan_reformed_rank_1_male;Faithful;;;;;;;;;;;;;x
secret_religious_society_frankish_pagan_reformed_rank_2_male;Adherent;;;;;;;;;;;;;x
secret_religious_society_frankish_pagan_reformed_rank_3_male;Preacher;;;;;;;;;;;;;x
secret_religious_society_frankish_pagan_reformed_rank_4_male;Herald;;;;;;;;;;;;;x
secret_religious_society_suebic_pagan_reformed_rank_1_female;Faithful;;;;;;;;;;;;;x
secret_religious_society_suebic_pagan_reformed_rank_2_female;Adherent;;;;;;;;;;;;;x
secret_religious_society_suebic_pagan_reformed_rank_3_female;Preacher;;;;;;;;;;;;;x
secret_religious_society_suebic_pagan_reformed_rank_4_female;Herald;;;;;;;;;;;;;x
secret_religious_society_suebic_pagan_reformed_rank_1_male;Faithful;;;;;;;;;;;;;x
secret_religious_society_suebic_pagan_reformed_rank_2_male;Adherent;;;;;;;;;;;;;x
secret_religious_society_suebic_pagan_reformed_rank_3_male;Preacher;;;;;;;;;;;;;x
secret_religious_society_suebic_pagan_reformed_rank_4_male;Herald;;;;;;;;;;;;;x
secret_religious_society_gothic_pagan_reformed_rank_1_female;Faithful;;;;;;;;;;;;;x
secret_religious_society_gothic_pagan_reformed_rank_2_female;Adherent;;;;;;;;;;;;;x
secret_religious_society_gothic_pagan_reformed_rank_3_female;Preacher;;;;;;;;;;;;;x
secret_religious_society_gothic_pagan_reformed_rank_4_female;Herald;;;;;;;;;;;;;x
secret_religious_society_gothic_pagan_reformed_rank_1_male;Faithful;;;;;;;;;;;;;x
secret_religious_society_gothic_pagan_reformed_rank_2_male;Adherent;;;;;;;;;;;;;x
secret_religious_society_gothic_pagan_reformed_rank_3_male;Preacher;;;;;;;;;;;;;x
secret_religious_society_gothic_pagan_reformed_rank_4_male;Herald;;;;;;;;;;;;;x
secret_religious_society_alan_pagan_reformed_rank_1_female;Faithful;;;;;;;;;;;;;x
secret_religious_society_alan_pagan_reformed_rank_2_female;Adherent;;;;;;;;;;;;;x
secret_religious_society_alan_pagan_reformed_rank_3_female;Preacher;;;;;;;;;;;;;x
secret_religious_society_alan_pagan_reformed_rank_4_female;Herald;;;;;;;;;;;;;x
secret_religious_society_alan_pagan_reformed_rank_1_male;Faithful;;;;;;;;;;;;;x
secret_religious_society_alan_pagan_reformed_rank_2_male;Adherent;;;;;;;;;;;;;x
secret_religious_society_alan_pagan_reformed_rank_3_male;Preacher;;;;;;;;;;;;;x
secret_religious_society_alan_pagan_reformed_rank_4_male;Herald;;;;;;;;;;;;;x
secret_religious_society_vasconic_pagan_reformed_rank_1_female;Faithful;;;;;;;;;;;;;x
secret_religious_society_vasconic_pagan_reformed_rank_2_female;Adherent;;;;;;;;;;;;;x
secret_religious_society_vasconic_pagan_reformed_rank_3_female;Preacher;;;;;;;;;;;;;x
secret_religious_society_vasconic_pagan_reformed_rank_4_female;Herald;;;;;;;;;;;;;x
secret_religious_society_vasconic_pagan_reformed_rank_1_male;Faithful;;;;;;;;;;;;;x
secret_religious_society_vasconic_pagan_reformed_rank_2_male;Adherent;;;;;;;;;;;;;x
secret_religious_society_vasconic_pagan_reformed_rank_3_male;Preacher;;;;;;;;;;;;;x
secret_religious_society_vasconic_pagan_reformed_rank_4_male;Herald;;;;;;;;;;;;;x
secret_religious_society_roman_pagan_reformed_rank_1_female;Faithful;;;;;;;;;;;;;x
secret_religious_society_roman_pagan_reformed_rank_2_female;Adherent;;;;;;;;;;;;;x
secret_religious_society_roman_pagan_reformed_rank_3_female;Preacher;;;;;;;;;;;;;x
